Subject,Foot,Error_ms
subject10,Left,3140.00
subject10,Left,160.00
subject10,Left,100.00
subject10,Left,120.00
subject10,Left,240.00
subject10,Left,20.00
subject10,Left,500.00
subject10,Left,940.00
subject10,Left,20.00
subject10,Left,0.00
subject10,Left,60.00
subject10,Left,40.00
subject10,Left,180.00
subject10,Left,180.00
subject10,Left,840.00
subject10,Left,300.00
subject10,Left,460.00
subject10,Left,260.00
subject10,Left,440.00
subject10,Left,100.00
subject10,Left,140.00
subject10,Left,160.00
subject10,Left,1060.00
subject10,Left,20.00
subject10,Left,100.00
subject10,Left,100.00
subject10,Left,180.00
subject10,Left,320.00
subject10,Left,60.00
subject10,Left,180.00
subject10,Left,160.00
subject10,Left,200.00
subject10,Left,220.00
subject10,Left,1180.00
subject10,Left,120.00
subject10,Left,360.00
subject10,Left,420.00
subject10,Left,80.00
subject10,Left,320.00
subject10,Left,1080.00
subject10,Left,2700.00
subject10,Left,180.00
subject10,Left,100.00
subject10,Left,700.00
subject10,Left,580.00
subject10,Left,300.00
subject10,Left,40.00
subject10,Left,40.00
subject10,Left,20.00
subject10,Left,100.00
subject10,Left,0.00
subject10,Left,1320.00
subject10,Left,160.00
subject10,Left,140.00
subject10,Left,1520.00
subject10,Left,1500.00
subject10,Left,0.00
subject10,Left,100.00
subject10,Left,860.00
subject10,Left,500.00
subject10,Left,260.00
subject10,Left,580.00
subject10,Left,560.00
subject10,Left,120.00
subject10,Left,720.00
subject10,Left,640.00
subject10,Left,140.00
subject10,Left,20.00
subject10,Left,220.00
subject10,Left,0.00
subject10,Left,720.00
subject10,Left,20.00
subject10,Left,320.00
subject10,Left,3240.00
subject10,Left,4920.00
subject10,Left,3840.00
subject10,Left,400.00
subject10,Left,220.00
subject10,Left,180.00
subject10,Left,1460.00
subject10,Left,1620.00
subject10,Left,240.00
subject10,Left,20.00
subject10,Left,280.00
subject10,Left,60.00
subject10,Left,20.00
subject10,Left,1560.00
subject10,Left,3200.00
subject10,Left,200.00
subject10,Left,0.00
subject10,Left,60.00
subject10,Left,1560.00
subject10,Left,640.00
subject10,Left,40.00
subject10,Left,180.00
subject10,Left,2000.00
subject10,Left,1040.00
subject10,Left,0.00
subject10,Left,20.00
subject10,Left,20.00
subject10,Left,120.00
subject10,Left,500.00
subject10,Left,320.00
subject10,Left,600.00
subject10,Left,140.00
subject10,Left,120.00
subject10,Left,460.00
subject10,Left,40.00
subject10,Left,860.00
subject10,Left,500.00
subject10,Left,200.00
subject10,Left,1360.00
subject10,Left,1360.00
subject10,Left,100.00
subject10,Left,100.00
subject10,Left,80.00
subject10,Left,360.00
subject10,Left,260.00
subject10,Left,80.00
subject10,Left,360.00
subject10,Left,20.00
subject10,Left,440.00
subject10,Left,2860.00
subject10,Left,2620.00
subject10,Left,700.00
subject10,Left,900.00
subject10,Left,480.00
subject10,Left,140.00
subject10,Left,120.00
subject10,Left,1160.00
subject10,Left,3220.00
subject10,Left,1760.00
subject10,Left,100.00
subject10,Left,120.00
subject10,Left,480.00
subject10,Left,1880.00
subject10,Left,580.00
subject10,Left,100.00
subject10,Left,2380.00
subject10,Left,1080.00
subject10,Left,180.00
subject10,Left,160.00
subject10,Left,100.00
subject10,Left,180.00
subject10,Left,560.00
subject10,Left,540.00
subject10,Left,220.00
subject10,Left,580.00
subject10,Left,100.00
subject10,Left,120.00
subject10,Left,740.00
subject10,Left,660.00
subject10,Left,40.00
subject10,Left,60.00
subject10,Left,320.00
subject10,Left,220.00
subject10,Left,60.00
subject10,Left,260.00
subject10,Left,380.00
subject10,Left,240.00
subject10,Left,2100.00
subject10,Left,2800.00
subject10,Left,2460.00
subject10,Left,2100.00
subject10,Left,560.00
subject10,Left,540.00
subject10,Left,720.00
subject10,Left,320.00
subject10,Left,280.00
subject10,Left,240.00
subject10,Left,360.00
subject10,Left,1480.00
subject10,Left,3060.00
subject10,Left,200.00
subject10,Left,360.00
subject10,Left,340.00
subject10,Left,300.00
subject10,Left,140.00
subject10,Left,60.00
subject10,Left,40.00
subject10,Left,0.00
subject10,Left,140.00
subject10,Left,280.00
subject10,Left,320.00
subject10,Left,380.00
subject10,Left,140.00
subject10,Left,620.00
subject10,Left,1000.00
subject10,Left,20.00
subject10,Left,100.00
subject10,Left,60.00
subject10,Left,140.00
subject10,Left,820.00
subject10,Left,780.00
subject10,Left,1400.00
subject10,Left,200.00
subject10,Left,0.00
subject10,Left,180.00
subject10,Left,80.00
subject10,Left,680.00
subject10,Left,560.00
subject10,Left,140.00
subject10,Left,240.00
subject10,Left,1420.00
subject10,Left,1400.00
subject10,Left,720.00
subject10,Left,1120.00
subject10,Left,400.00
subject10,Left,180.00
subject10,Left,100.00
subject10,Left,160.00
subject10,Left,860.00
subject10,Left,2360.00
subject10,Left,180.00
subject10,Left,420.00
subject10,Left,520.00
subject10,Left,280.00
subject10,Left,1360.00
subject10,Left,600.00
subject10,Left,80.00
subject10,Left,1940.00
subject10,Left,1980.00
subject10,Left,2180.00
subject10,Left,540.00
subject10,Left,600.00
subject10,Left,220.00
subject10,Left,440.00
subject10,Left,120.00
subject10,Left,540.00
subject10,Left,220.00
subject10,Left,920.00
subject10,Left,680.00
subject10,Left,540.00
subject10,Left,220.00
subject10,Left,80.00
subject10,Left,520.00
subject10,Left,520.00
subject10,Left,1440.00
subject10,Left,280.00
subject10,Left,160.00
subject10,Left,0.00
subject10,Left,20.00
subject10,Left,0.00
subject10,Left,140.00
subject10,Left,740.00
subject10,Left,200.00
subject10,Left,320.00
subject10,Left,100.00
subject10,Left,340.00
subject10,Left,240.00
subject10,Left,260.00
subject10,Left,100.00
subject10,Left,220.00
subject10,Left,760.00
subject10,Left,920.00
subject10,Left,920.00
subject10,Left,840.00
subject10,Left,280.00
subject10,Left,260.00
subject10,Left,120.00
subject10,Left,100.00
subject10,Left,1040.00
subject10,Left,2640.00
subject10,Left,200.00
subject10,Left,540.00
subject10,Left,40.00
subject10,Left,320.00
subject10,Left,100.00
subject10,Left,400.00
subject10,Left,3140.00
subject10,Left,1300.00
subject10,Left,80.00
subject10,Left,220.00
subject10,Left,120.00
subject10,Left,1700.00
subject10,Left,260.00
subject10,Left,620.00
subject10,Left,720.00
subject10,Left,140.00
subject10,Left,140.00
subject10,Left,20.00
subject10,Left,600.00
subject10,Left,740.00
subject10,Left,160.00
subject10,Left,200.00
subject10,Left,1360.00
subject10,Left,100.00
subject10,Left,440.00
subject10,Left,900.00
subject10,Left,600.00
subject10,Left,100.00
subject10,Left,300.00
subject10,Left,420.00
subject10,Left,300.00
subject10,Left,860.00
subject10,Left,260.00
subject10,Left,580.00
subject10,Left,680.00
subject10,Left,3360.00
subject10,Left,400.00
subject10,Left,120.00
subject10,Left,120.00
subject10,Left,140.00
subject10,Left,860.00
subject10,Left,260.00
subject10,Left,200.00
subject10,Left,260.00
subject10,Left,420.00
subject10,Left,40.00
subject10,Left,20.00
subject10,Left,260.00
subject10,Left,120.00
subject10,Left,260.00
subject10,Left,120.00
subject10,Left,160.00
subject10,Left,400.00
subject10,Left,1380.00
subject10,Left,1320.00
subject10,Left,60.00
subject10,Left,180.00
subject10,Left,640.00
subject10,Left,1000.00
subject10,Left,200.00
subject10,Left,360.00
subject10,Left,100.00
subject10,Left,840.00
subject10,Left,640.00
subject10,Left,120.00
subject10,Left,300.00
subject10,Left,80.00
subject10,Left,420.00
subject10,Left,60.00
subject10,Left,140.00
subject10,Left,80.00
subject10,Left,120.00
subject10,Left,740.00
subject10,Left,660.00
subject10,Left,140.00
subject10,Left,340.00
subject10,Left,860.00
subject10,Left,660.00
subject10,Left,820.00
subject10,Left,520.00
subject10,Left,20.00
subject10,Left,40.00
subject10,Left,100.00
subject10,Left,0.00
subject10,Left,2000.00
subject10,Left,3560.00
subject10,Left,200.00
subject10,Left,40.00
subject10,Left,140.00
subject10,Left,1620.00
subject10,Left,700.00
subject10,Left,0.00
subject10,Left,2100.00
subject10,Left,880.00
subject10,Left,180.00
subject10,Left,440.00
subject10,Left,200.00
subject10,Left,140.00
subject10,Left,560.00
subject10,Left,840.00
subject10,Left,220.00
subject10,Left,540.00
subject10,Left,520.00
subject10,Left,220.00
subject10,Left,0.00
subject10,Left,640.00
subject10,Left,840.00
subject10,Left,300.00
subject10,Left,240.00
subject10,Left,500.00
subject10,Left,60.00
subject10,Left,300.00
subject10,Left,320.00
subject10,Left,80.00
subject10,Left,140.00
subject10,Left,660.00
subject10,Left,400.00
subject10,Left,680.00
subject10,Left,820.00
subject10,Left,400.00
subject10,Left,180.00
subject10,Left,640.00
subject10,Left,560.00
subject10,Left,580.00
subject10,Left,1240.00
subject10,Left,2740.00
subject10,Left,1520.00
subject10,Left,380.00
subject10,Left,1380.00
subject10,Left,1300.00
subject10,Left,440.00
subject10,Left,40.00
subject10,Left,160.00
subject10,Left,200.00
subject10,Left,40.00
subject10,Right,540.00
subject10,Right,940.00
subject10,Right,40.00
subject10,Right,220.00
subject10,Right,60.00
subject10,Right,980.00
subject10,Right,600.00
subject10,Right,1100.00
subject10,Right,320.00
subject10,Right,80.00
subject10,Right,200.00
subject10,Right,160.00
subject10,Right,180.00
subject10,Right,2200.00
subject10,Right,780.00
subject10,Right,420.00
subject10,Right,680.00
subject10,Right,800.00
subject10,Right,820.00
subject10,Right,380.00
subject10,Right,1880.00
subject10,Right,680.00
subject10,Right,120.00
subject10,Right,380.00
subject10,Right,180.00
subject10,Right,220.00
subject10,Right,500.00
subject10,Right,640.00
subject10,Right,820.00
subject10,Right,2220.00
subject10,Right,3640.00
subject10,Right,40.00
subject10,Right,300.00
subject10,Right,520.00
subject10,Right,200.00
subject10,Right,100.00
subject10,Right,140.00
subject10,Right,1740.00
subject10,Right,6200.00
subject10,Right,4380.00
subject10,Right,5540.00
subject10,Right,820.00
subject10,Right,160.00
subject10,Right,80.00
subject10,Right,300.00
subject10,Right,320.00
subject10,Right,100.00
subject10,Right,860.00
subject10,Right,200.00
subject10,Right,100.00
subject10,Right,200.00
subject10,Right,180.00
subject10,Right,160.00
subject10,Right,2620.00
subject10,Right,5980.00
subject10,Right,6320.00
subject10,Right,700.00
subject10,Right,640.00
subject10,Right,820.00
subject10,Right,580.00
subject10,Right,80.00
subject10,Right,300.00
subject10,Right,800.00
subject10,Right,560.00
subject10,Right,120.00
subject10,Right,340.00
subject10,Right,80.00
subject10,Right,1900.00
subject10,Right,3200.00
subject10,Right,980.00
subject10,Right,560.00
subject10,Right,1080.00
subject10,Right,340.00
subject10,Right,420.00
subject10,Right,120.00
subject10,Right,180.00
subject10,Right,2600.00
subject10,Right,4380.00
subject10,Right,60.00
subject10,Right,140.00
subject10,Right,1340.00
subject10,Right,240.00
subject10,Right,280.00
subject10,Right,120.00
subject10,Right,840.00
subject10,Right,320.00
subject10,Right,340.00
subject10,Right,400.00
subject10,Right,60.00
subject10,Right,140.00
subject10,Right,300.00
subject10,Right,160.00
subject10,Right,160.00
subject10,Right,120.00
subject10,Right,2640.00
subject10,Right,160.00
subject10,Right,640.00
subject10,Right,600.00
subject10,Right,600.00
subject10,Right,120.00
subject10,Right,60.00
subject10,Right,800.00
subject10,Right,640.00
subject10,Right,380.00
subject10,Right,720.00
subject10,Right,820.00
subject10,Right,320.00
subject10,Right,20.00
subject10,Right,1940.00
subject10,Right,2860.00
subject10,Right,340.00
subject10,Right,280.00
subject10,Right,60.00
subject10,Right,1620.00
subject10,Right,820.00
subject10,Right,3940.00
subject10,Right,5940.00
subject10,Right,5460.00
subject10,Right,5280.00
subject10,Right,5980.00
subject10,Right,520.00
subject10,Right,760.00
subject10,Right,960.00
subject10,Right,160.00
subject10,Right,1500.00
subject10,Right,860.00
subject10,Right,120.00
subject10,Right,60.00
subject10,Right,220.00
subject10,Right,260.00
subject10,Right,100.00
subject10,Right,140.00
subject10,Right,280.00
subject10,Right,140.00
subject10,Right,2740.00
subject10,Right,6480.00
subject10,Right,1560.00
subject10,Right,1680.00
subject10,Right,1700.00
subject10,Right,1680.00
subject10,Right,620.00
subject10,Right,280.00
subject10,Right,440.00
subject10,Right,600.00
subject10,Right,960.00
subject10,Right,200.00
subject10,Right,20.00
subject10,Right,2060.00
subject10,Right,3960.00
subject10,Right,4580.00
subject10,Right,940.00
subject10,Right,320.00
subject10,Right,0.00
subject10,Right,300.00
subject10,Right,100.00
subject10,Right,180.00
subject10,Right,2600.00
subject10,Right,4000.00
subject10,Right,4800.00
subject10,Right,320.00
subject10,Right,620.00
subject10,Right,780.00
subject10,Right,80.00
subject10,Right,300.00
subject10,Right,880.00
subject10,Right,480.00
subject10,Right,240.00
subject10,Right,1820.00
subject10,Right,1540.00
subject10,Right,2060.00
subject10,Right,100.00
subject10,Right,320.00
subject10,Right,340.00
subject10,Right,2640.00
subject10,Right,4600.00
subject10,Right,4360.00
subject10,Right,4880.00
subject10,Right,4820.00
subject10,Right,420.00
subject10,Right,580.00
subject10,Right,620.00
subject10,Right,480.00
subject10,Right,1000.00
subject10,Right,940.00
subject10,Right,160.00
subject10,Right,180.00
subject10,Right,180.00
subject10,Right,180.00
subject10,Right,220.00
subject10,Right,1640.00
subject10,Right,3520.00
subject10,Right,3600.00
subject10,Right,3580.00
subject10,Right,3760.00
subject10,Right,880.00
subject10,Right,1320.00
subject10,Right,80.00
subject10,Right,240.00
subject10,Right,3260.00
subject10,Right,4060.00
subject10,Right,4200.00
subject10,Right,4320.00
subject10,Right,4160.00
subject10,Right,3980.00
subject10,Right,420.00
subject10,Right,1020.00
subject10,Right,1080.00
subject10,Right,900.00
subject10,Right,140.00
subject10,Right,1700.00
subject10,Right,540.00
subject10,Right,100.00
subject10,Right,1060.00
subject10,Right,520.00
subject10,Right,300.00
subject10,Right,480.00
subject10,Right,320.00
subject10,Right,320.00
subject10,Right,840.00
subject10,Right,380.00
subject10,Right,340.00
subject10,Right,300.00
subject10,Right,220.00
subject10,Right,2920.00
subject10,Right,3600.00
subject10,Right,3900.00
subject10,Right,2220.00
subject10,Right,1340.00
subject10,Right,1320.00
subject10,Right,820.00
subject10,Right,740.00
subject10,Right,1340.00
subject10,Right,1020.00
subject10,Right,1380.00
subject10,Right,200.00
subject10,Right,460.00
subject10,Right,980.00
subject10,Right,740.00
subject10,Right,840.00
subject10,Right,1780.00
subject10,Right,40.00
subject10,Right,240.00
subject10,Right,180.00
subject10,Right,3300.00
subject10,Right,1880.00
subject10,Right,3160.00
subject10,Right,3560.00
subject10,Right,3580.00
subject10,Right,3420.00
subject10,Right,840.00
subject10,Right,1260.00
subject10,Right,200.00
subject10,Right,1480.00
subject10,Right,660.00
subject10,Right,1220.00
subject10,Right,3480.00
subject10,Right,4040.00
subject10,Right,4180.00
subject10,Right,4300.00
subject10,Right,2880.00
subject10,Right,500.00
subject10,Right,580.00
subject10,Right,1060.00
subject10,Right,1080.00
subject10,Right,1080.00
subject10,Right,620.00
subject10,Right,220.00
subject10,Right,120.00
subject10,Right,60.00
subject10,Right,1060.00
subject10,Right,1040.00
subject10,Right,580.00
subject10,Right,520.00
subject10,Right,60.00
subject10,Right,360.00
subject10,Right,200.00
subject10,Right,740.00
subject10,Right,4440.00
subject10,Right,5140.00
subject10,Right,4520.00
subject10,Right,5300.00
subject10,Right,4880.00
subject10,Right,540.00
subject10,Right,1140.00
subject10,Right,560.00
subject10,Right,200.00
subject10,Right,260.00
subject10,Right,880.00
subject10,Right,600.00
subject10,Right,1400.00
subject10,Right,1180.00
subject10,Right,280.00
subject10,Right,1540.00
subject10,Right,3440.00
subject10,Right,3960.00
subject10,Right,940.00
subject10,Right,1360.00
subject10,Right,120.00
subject10,Right,1360.00
subject10,Right,580.00
subject10,Right,1280.00
subject10,Right,4520.00
subject10,Right,4480.00
subject10,Right,4740.00
subject10,Right,4960.00
subject10,Right,4880.00
subject10,Right,4300.00
subject10,Right,400.00
subject10,Right,660.00
subject10,Right,440.00
subject10,Right,180.00
subject10,Right,1680.00
subject10,Right,1800.00
subject10,Right,2480.00
subject10,Right,2460.00
subject10,Right,880.00
subject10,Right,440.00
subject10,Right,560.00
subject10,Right,520.00
subject10,Right,300.00
subject10,Right,100.00
subject10,Right,760.00
subject10,Right,560.00
subject10,Right,140.00
subject10,Right,300.00
subject10,Right,1060.00
subject10,Right,2360.00
subject10,Right,740.00
subject10,Right,800.00
subject10,Right,640.00
subject10,Right,900.00
subject10,Right,1100.00
subject10,Right,200.00
subject10,Right,420.00
subject10,Right,720.00
subject10,Right,620.00
subject10,Right,440.00
subject10,Right,120.00
subject10,Right,3500.00
subject10,Right,1840.00
subject10,Right,3440.00
subject10,Right,3680.00
subject10,Right,3360.00
subject10,Right,460.00
subject10,Right,280.00
subject10,Right,580.00
subject10,Right,520.00
subject10,Right,1680.00
subject10,Right,700.00
subject10,Right,1540.00
subject10,Right,4100.00
subject10,Right,4060.00
subject10,Right,4760.00
subject10,Right,4620.00
subject10,Right,4620.00
subject10,Right,4280.00
subject10,Right,4240.00
subject10,Right,480.00
subject10,Right,960.00
subject10,Right,260.00
subject10,Right,1920.00
subject10,Right,1180.00
subject10,Right,300.00
subject10,Right,1000.00
subject10,Right,660.00
subject10,Right,560.00
subject10,Right,800.00
subject10,Right,300.00
subject10,Right,220.00
subject10,Right,300.00
subject10,Right,480.00
subject10,Right,920.00
subject10,Right,6400.00
subject10,Right,6700.00
subject10,Right,6420.00
subject10,Right,6780.00
subject10,Right,5880.00
subject10,Right,5800.00
subject10,Right,1400.00
subject10,Right,1600.00
subject10,Right,500.00
subject10,Right,340.00
subject10,Right,240.00
subject10,Right,760.00
subject10,Right,580.00
subject10,Right,1560.00
subject10,Right,2280.00
subject10,Right,2480.00
subject10,Right,300.00
subject10,Right,4060.00
subject10,Right,2600.00
subject10,Right,4060.00
subject10,Right,3840.00
subject10,Right,1040.00
subject10,Right,520.00
subject10,Right,400.00
subject10,Right,320.00
subject10,Right,20.00
subject10,Right,280.00
subject10,Right,940.00
subject10,Right,1380.00
subject10,Right,4280.00
subject10,Right,4580.00
subject10,Right,4580.00
subject10,Right,4260.00
subject10,Right,4340.00
subject10,Right,4560.00
subject10,Right,4080.00
subject10,Right,680.00
subject10,Right,960.00
subject10,Right,580.00
subject10,Right,780.00
subject10,Right,1740.00
subject10,Right,1140.00
subject10,Right,220.00
subject10,Right,920.00
subject10,Right,560.00
subject10,Right,400.00
subject10,Right,260.00
subject10,Right,740.00
subject10,Right,300.00
subject10,Right,160.00
subject10,Right,360.00
subject10,Right,400.00
subject10,Right,1160.00
subject10,Right,4720.00
subject10,Right,4580.00
subject10,Right,5380.00
subject10,Right,880.00
subject10,Right,960.00
subject10,Right,880.00
subject10,Right,980.00
subject10,Right,780.00
subject10,Right,2000.00
subject10,Right,1540.00
subject10,Right,1720.00
subject10,Right,400.00
subject10,Right,200.00
subject10,Right,560.00
subject10,Right,200.00
subject10,Right,1740.00
subject10,Right,4120.00
subject10,Right,4060.00
subject10,Right,4200.00
subject10,Right,340.00
subject10,Right,300.00
subject10,Right,260.00
subject10,Right,1500.00
subject10,Right,1560.00
subject10,Right,1200.00
subject10,Right,40.00
subject10,Right,300.00
subject10,Right,60.00
subject10,Right,60.00
subject10,Right,4540.00
subject10,Right,4400.00
subject10,Right,4680.00
subject10,Right,4780.00
subject10,Right,4060.00
subject10,Right,4780.00
subject10,Right,320.00
subject10,Right,300.00
